hr,hum,windspeed,temp_c,feels_like_c,casual,registered,fall,spring,summer,winter,date,new,day,year,month,is_holiday,is_workday,weather,target
13,0.88,11,11.74,11.9972,110,257,0,1,0,0,3-25-2012,2012-03-25,Sunday,is_2012,march,no,no,mist,367
14,0.88,11,12.68,13.0004,123,291,0,1,0,0,3-25-2012,2012-03-25,Sunday,is_2012,march,no,no,mist,414
15,0.88,13,12.68,13.0004,139,282,0,1,0,0,3-25-2012,2012-03-25,Sunday,is_2012,march,no,no,mist,421
16,0.77,0,14.56,15.0002,153,339,0,1,0,0,3-25-2012,2012-03-25,Sunday,is_2012,march,no,no,clear,492
17,0.72,6,15.5,15.9968,146,273,0,1,0,0,3-25-2012,2012-03-25,Sunday,is_2012,march,no,no,clear,419
18,0.72,6,15.5,15.9968,202,289,0,1,0,0,3-25-2012,2012-03-25,Sunday,is_2012,march,no,no,clear,491
19,0.72,17,15.5,15.9968,114,261,0,1,0,0,3-25-2012,2012-03-25,Sunday,is_2012,march,no,no,clear,375
20,0.77,15,14.56,15.0002,63,196,0,1,0,0,3-25-2012,2012-03-25,Sunday,is_2012,march,no,no,clear,259
21,0.77,11,14.56,15.0002,25,124,0,1,0,0,3-25-2012,2012-03-25,Sunday,is_2012,march,no,no,clear,149
22,0.82,9,13.62,13.997,19,92,0,1,0,0,3-25-2012,2012-03-25,Sunday,is_2012,march,no,no,clear,111
23,0.82,9,14.56,15.0002,9,56,0,1,0,0,3-25-2012,2012-03-25,Sunday,is_2012,march,no,no,clear,65
0,0.82,11,14.56,15.0002,10,23,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,mist,33
1,0.82,17,14.56,15.0002,18,10,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,28
2,0.88,15,13.62,13.997,14,6,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,20
3,0.82,13,13.62,13.997,0,1,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,1
4,0.82,11,12.68,13.0004,0,4,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,4
5,0.77,11,12.68,13.0004,0,36,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,36
6,0.82,13,11.74,11.9972,7,110,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,117
7,0.72,13,12.68,13.0004,15,355,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,370
8,0.62,15,12.68,13.0004,32,625,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,657
9,0.47,19,13.62,13.997,37,245,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,282
10,0.36,39,15.5,15.9968,55,98,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,153
11,0.31,39,14.56,15.0002,47,131,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,178
12,0.33,35,14.56,15.0002,63,216,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,279
13,0.29,46,14.56,15.0002,79,222,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,301
14,0.33,30,14.56,15.0002,58,159,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,217
15,0.29,41,14.56,15.0002,66,157,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,223
16,0.25,43,14.56,15.0002,60,245,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,305
17,0.24,30,13.62,13.997,65,599,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,664
18,0.26,30,12.68,13.0004,90,594,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,684
19,0.24,24,11.74,11.9972,41,417,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,458
20,0.26,35,10.8,11.0006,12,209,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,221
21,0.25,33,9.86,9.9974,11,175,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,186
22,0.25,24,8.92,5.9978,13,80,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,93
23,0.25,35,7.98,3.0014,2,46,0,1,0,0,3-26-2012,2012-03-26,Monday,is_2012,march,no,yes,clear,48
0,0.26,35,7.04,3.0014,1,9,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,10
1,0.26,31,6.1,1.9982,1,4,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,5
2,0.3,20,4.22,-0.9982,1,6,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,7
3,0.3,22,4.22,-0.9982,0,4,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,4
4,0.32,24,3.28,-2.0014,0,3,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,3
5,0.37,19,2.34,-2.0014,1,16,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,17
6,0.37,13,2.34,-0.9982,5,96,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,101
7,0.37,13,2.34,-0.9982,9,277,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,286
8,0.37,20,2.34,-2.0014,14,567,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,581
9,0.38,13,3.28,-0.9982,8,259,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,267
10,0.35,15,4.22,1.0016,20,118,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,138
11,0.31,11,6.1,3.998,34,141,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,175
12,0.31,11,7.04,5.0012,34,186,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,220
13,0.27,0,8.92,7.001,46,165,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,211
14,0.24,9,10.8,11.0006,37,147,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,184
15,0.2,0,11.74,11.9972,42,158,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,200
16,0.2,0,11.74,11.9972,38,267,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,305
17,0.16,0,12.68,13.0004,72,542,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,614
18,0.17,6,11.74,11.9972,67,577,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,644
19,0.17,0,11.74,11.9972,40,377,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,417
20,0.17,6,11.74,11.9972,28,266,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,294
21,0.37,11,8.92,7.001,21,200,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,221
22,0.37,9,8.92,7.001,7,127,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,134
23,0.37,13,8.92,7.001,5,59,0,1,0,0,3-27-2012,2012-03-27,Tuesday,is_2012,march,no,yes,clear,64
0,0.4,19,8.92,5.9978,1,29,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,30
1,0.46,20,8.92,5.9978,0,8,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,8
2,0.49,20,7.98,3.998,0,3,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,3
3,0.42,22,7.98,3.998,1,4,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,5
4,0.43,20,8.92,5.9978,1,0,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,1
5,0.43,20,8.92,5.9978,2,38,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,40
6,0.46,24,8.92,5.9978,4,111,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,115
7,0.46,22,8.92,5.9978,10,348,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,358
8,0.46,24,9.86,9.9974,19,639,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,658
9,0.43,30,10.8,11.0006,16,298,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,314
10,0.41,28,13.62,13.997,33,140,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,173
11,0.42,26,15.5,15.9968,54,168,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,222
12,0.39,24,17.38,18.0032,50,218,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,mist,268
13,0.43,22,18.32,18.9998,60,213,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,273
14,0.38,24,21.14,24.9992,52,169,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,221
15,0.41,20,21.14,24.9992,47,152,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,mist,199
16,0.43,6,21.14,24.9992,51,170,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,light_snow,221
17,0.6,15,20.2,24.0026,72,532,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,604
18,0.6,15,20.2,24.0026,61,580,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,641
19,0.56,13,20.2,24.9992,41,415,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,456
20,0.56,20,20.2,24.9992,38,324,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,362
21,0.6,17,19.26,20.003,28,233,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,261
22,0.64,9,18.32,18.9998,21,151,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,172
23,0.68,9,17.38,18.0032,12,81,0,1,0,0,3-28-2012,2012-03-28,Wednesday,is_2012,march,no,yes,clear,93
0,0.68,13,17.38,18.0032,10,38,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,48
1,0.6,9,18.32,18.9998,15,18,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,33
2,0.28,20,20.2,24.0026,0,6,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,6
3,0.28,17,19.26,20.003,1,4,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,5
4,0.36,17,16.44,17.0,1,8,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,9
5,0.45,15,15.5,15.9968,2,30,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,32
6,0.59,17,13.62,13.997,3,114,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,117
7,0.51,24,13.62,13.997,14,353,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,367
8,0.47,28,13.62,13.997,26,628,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,654
9,0.48,28,14.56,15.0002,22,299,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,321
10,0.47,30,13.62,13.997,42,124,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,166
11,0.45,28,15.5,15.9968,54,166,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,220
12,0.42,33,15.5,15.9968,64,228,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,292
13,0.44,22,13.62,13.997,50,223,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,273
14,0.42,24,15.5,15.9968,63,175,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,238
15,0.39,24,16.44,17.0,109,198,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,307
16,0.36,22,16.44,17.0,67,321,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,388
17,0.38,26,16.44,17.0,83,620,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,703
18,0.39,20,15.5,15.9968,83,598,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,681
19,0.39,19,14.56,15.0002,47,421,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,468
20,0.38,20,13.62,13.997,34,301,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,335
21,0.44,19,12.68,13.0004,10,214,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,224
22,0.44,19,11.74,11.9972,17,135,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,152
23,0.47,20,11.74,11.9972,17,77,0,1,0,0,3-29-2012,2012-03-29,Thursday,is_2012,march,no,yes,clear,94
0,0.47,20,10.8,11.0006,10,49,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,59
1,0.5,19,9.86,9.9974,6,21,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,27
2,0.53,20,8.92,5.9978,1,6,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,7
3,0.61,9,7.98,5.9978,0,7,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,7
4,0.53,6,7.98,7.001,1,1,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,2
5,0.61,6,7.04,5.9978,0,26,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,26
6,0.57,9,7.04,5.9978,5,81,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,86
7,0.57,11,7.04,5.0012,9,280,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,289
8,0.66,11,7.04,5.0012,38,555,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,593
9,0.57,11,7.98,5.9978,29,292,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,321
10,0.57,7,8.92,7.9976,50,137,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,mist,187
11,0.53,0,8.92,9.0008,48,153,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,mist,201
12,0.54,0,9.86,9.9974,62,208,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,mist,270
13,0.5,0,10.8,11.0006,44,198,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,light_snow,242
14,0.54,0,10.8,11.0006,56,173,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,light_snow,229
15,0.54,0,11.74,11.9972,73,207,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,light_snow,280
16,0.62,19,10.8,11.0006,75,292,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,light_snow,367
17,0.62,15,10.8,11.0006,93,513,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,mist,606
18,0.54,13,11.74,11.9972,68,492,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,560
19,0.62,15,10.8,11.0006,42,353,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,395
20,0.62,11,10.8,11.0006,17,192,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,209
21,0.66,9,9.86,9.9974,30,190,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,220
22,0.71,11,8.92,7.001,23,130,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,153
23,0.71,0,8.92,9.0008,16,107,0,1,0,0,3-30-2012,2012-03-30,Friday,is_2012,march,no,yes,clear,123
0,0.82,13,9.86,9.9974,12,80,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,clear,92
1,0.76,13,10.8,11.0006,17,65,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,82
2,0.77,17,11.74,11.9972,14,55,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,69
3,0.82,17,10.8,11.0006,10,21,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,clear,31
4,0.77,28,11.74,11.9972,4,4,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,clear,8
5,0.82,15,10.8,11.0006,0,5,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,clear,5
6,0.87,11,8.92,7.001,7,16,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,23
7,0.87,11,8.92,7.001,5,39,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,44
8,0.87,13,8.92,7.001,19,126,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,145
9,0.76,13,10.8,11.0006,62,161,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,223
10,0.76,9,10.8,11.0006,108,205,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,313
11,0.72,9,13.62,13.997,184,279,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,clear,463
12,0.67,0,14.56,15.0002,263,358,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,clear,621
13,0.6,9,17.38,18.0032,265,373,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,clear,638
14,0.63,17,15.5,15.9968,240,311,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,551
15,0.59,19,16.44,17.0,275,330,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,605
16,0.63,20,15.5,15.9968,243,292,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,535
17,0.67,28,14.56,15.0002,238,305,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,clear,543
18,0.72,31,12.68,13.0004,102,239,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,341
19,0.71,30,11.74,11.9972,93,191,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,clear,284
20,0.71,22,10.8,11.0006,52,156,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,208
21,0.71,22,10.8,11.0006,36,107,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,143
22,0.71,17,9.86,9.9974,40,116,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,156
23,0.76,19,8.92,5.9978,12,100,0,1,0,0,3-31-2012,2012-03-31,Saturday,is_2012,march,no,no,mist,112
0,0.76,17,8.92,5.9978,8,59,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,67
1,0.76,11,8.92,7.001,13,49,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,62
2,0.76,11,8.92,7.001,20,61,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,81
3,0.81,9,7.98,5.9978,4,21,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,25
4,0.81,6,7.98,7.001,3,9,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,12
5,0.81,6,7.98,7.001,8,10,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,18
6,0.76,9,8.92,7.001,9,88,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,97
7,0.71,9,8.92,7.001,29,55,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,84
8,0.76,6,8.92,7.9976,37,88,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,125
9,0.81,9,8.92,7.001,102,173,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,275
10,0.71,7,10.8,11.0006,132,228,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,360
11,0.71,13,10.8,11.0006,180,271,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,451
12,0.67,15,11.74,11.9972,187,258,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,445
13,0.62,13,12.68,13.0004,190,274,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,464
14,0.55,15,14.56,15.0002,283,278,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,561
15,0.55,17,15.5,15.9968,295,278,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,clear,573
16,0.52,17,16.44,17.0,236,275,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,clear,511
17,0.55,19,16.44,17.0,232,323,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,clear,555
18,0.52,20,16.44,17.0,153,279,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,clear,432
19,0.55,15,16.44,17.0,110,236,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,clear,346
20,0.59,15,15.5,15.9968,66,166,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,232
21,0.59,11,15.5,15.9968,33,101,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,mist,134
22,0.63,7,15.5,15.9968,7,61,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,light_snow,68
23,0.72,0,13.62,13.997,10,53,0,1,0,0,4-1-2012,2012-04-01,Sunday,is_2012,april,no,no,light_snow,63
0,0.82,7,12.68,13.0004,6,11,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,light_snow,17
1,0.88,6,11.74,11.9972,0,5,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,light_snow,5
2,0.94,9,12.68,13.0004,2,3,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,light_snow,5
4,0.76,33,10.8,11.0006,2,2,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,4
5,0.76,33,10.8,11.0006,2,22,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,24
6,0.71,31,8.92,5.0012,6,104,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,110
7,0.66,26,7.98,3.998,12,294,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,306
8,0.57,22,8.92,5.9978,36,553,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,589
9,0.54,24,9.86,9.9974,52,265,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,317
10,0.5,35,10.8,11.0006,85,119,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,204
11,0.47,30,11.74,11.9972,81,128,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,209
12,0.44,30,12.68,13.0004,100,181,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,281
13,0.36,20,13.62,13.997,97,184,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,281
14,0.31,28,13.62,13.997,127,141,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,268
15,0.33,28,14.56,15.0002,132,192,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,324
16,0.34,22,15.5,15.9968,104,291,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,395
17,0.29,19,15.5,15.9968,128,601,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,729
18,0.27,17,15.5,15.9968,75,543,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,618
19,0.27,17,15.5,15.9968,66,428,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,494
20,0.31,11,13.62,13.997,48,281,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,329
21,0.28,9,13.62,13.997,24,214,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,238
22,0.44,13,11.74,11.9972,17,106,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,123
23,0.35,11,12.68,13.0004,6,60,0,1,0,0,4-2-2012,2012-04-02,Monday,is_2012,april,no,yes,clear,66
0,0.43,9,10.8,11.0006,1,32,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,33
1,0.46,15,9.86,9.9974,0,11,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,11
2,0.53,11,8.92,7.001,0,5,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,5
3,0.46,0,9.86,9.9974,0,3,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,3
4,0.66,6,7.04,5.9978,0,1,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,1
5,0.66,6,7.04,5.9978,2,25,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,27
6,0.61,6,6.1,5.0012,2,98,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,100
7,0.66,6,7.04,5.9978,14,327,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,341
8,0.57,0,7.98,7.9976,27,577,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,604
9,0.38,6,11.74,11.9972,54,354,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,408
10,0.33,0,12.68,13.0004,77,142,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,219
11,0.23,0,14.56,15.0002,91,167,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,258
12,0.25,0,16.44,17.0,101,230,0,1,0,0,4-3-2012,2012-04-03,Tuesday,is_2012,april,no,yes,clear,331
